filename,X1,Y1,X2,Y2,X3,Y3,X4,Y4,type
l010906fa8aca4376b426b14ca1a570ab.jpg,563,783,603,783,603,818,563,818,20
l0110e59f0a5f4889b720484e31725420.jpg,737,584,779,584,779,621,737,621,5
l01140a04cfe6410ba3fbdc31f5dd6a99.jpg,1036,833,1075,833,1075,869,1036,869,1
m01140a04cfe6410ba3fbdc31f5dd6a99.jpg,36,833,75,833,75,869,36,869,1
l0115b50c822e44119bf307a1897df478.jpg,976,1087,1005,1087,1005,1125,976,1125,7
l0118f10ca06740f4be63f39d207d302b.jpg,952,1033,989,1033,989,1066,952,1066,13
l011a26fe32574a74ae63608730b8f6c9.jpg,647,240,762,240,762,337,647,337,10
m011b19c1daa44a7daea29b60d670057b.jpg,724,534,809,534,809,637,724,637,11
r012024461c3641b983c82f11b3f1db5a.jpg,667,1091,785,1091,785,1213,667,1213,7
m0122bf34f39f499f81d760f96fc920d8.jpg,325,582,351,582,351,611,325,611,3
l01291cb5089d4d17af6b0b457d03dfcb.jpg,1046,708,1106,708,1106,765,1046,765,10
m01291cb5089d4d17af6b0b457d03dfcb.jpg,46,708,106,708,106,765,46,765,10
l01295d8218ae44f69dd24e7dc4979826.jpg,933,516,1019,516,1019,598,933,598,4
m01336e3c9d6b4a62b23174e2c4db6e93.jpg,789,325,867,325,867,417,789,417,12
l0134be3d67da49ae8678b3895cc99e82.jpg,1155,348,1205,348,1205,397,1155,397,5
m0134be3d67da49ae8678b3895cc99e82.jpg,155,348,205,348,205,397,155,397,5
m0136feb5f8434b00a5602231da2c2bf2.jpg,988,398,1092,398,1092,502,988,502,13
r0136feb5f8434b00a5602231da2c2bf2.jpg,68,398,172,398,172,502,68,502,13
r0137afe2006c403dace101d673e4f830.jpg,364,566,467,566,467,658,364,658,10
m0138dc4fd9594d83bfd2f864bd9bbc71.jpg,402,782,439,782,439,829,402,829,17
m013bc65680f347f3a554b5b5c1b35c8b.jpg,776,462,806,462,806,492,776,492,15
m013df892b1d347b4862b2dbc0c82ca09.jpg,941,449,981,449,981,488,941,488,3
r013df892b1d347b4862b2dbc0c82ca09.jpg,21,449,61,449,61,488,21,488,3
m01404b7c04084eb3811ccd2125016337.jpg,735,952,804,952,804,1023,735,1023,2
m0146c6d6c9554792bb83d95fd0d88bb6.jpg,470,469,501,469,501,500,470,500,3
m01474e20958a47eeaca0c2dce9c18ae9.jpg,438,675,498,675,498,740,438,740,1
m01476be792fc447590651e39a60a0d45.jpg,283,638,340,638,340,695,283,695,14
m01480d4e9ca5469a8b9f4afb7445362f.jpg,267,1108,316,1108,316,1164,267,1164,7
l014cbf2e92ff4da79173a5d7cc0e5a62.jpg,1152,932,1192,932,1192,970,1152,970,12
m014cbf2e92ff4da79173a5d7cc0e5a62.jpg,152,932,192,932,192,970,152,970,12
l014d359c4fa14d6db2bf0953cda244d9.jpg,1034,886,1070,886,1070,920,1034,920,8
m014d359c4fa14d6db2bf0953cda244d9.jpg,34,886,70,886,70,920,34,920,8
m014d983ed3cd4e5a9ef0363d754ba2d2.jpg,629,327,658,327,658,356,629,356,12
m015334b975244c97ae04216ab56fc1f7.jpg,685,250,749,250,749,328,685,328,18
l01559092d89d4be7ac0d58aa08fd9fd2.jpg,1192,719,1228,719,1228,753,1192,753,6
m01559092d89d4be7ac0d58aa08fd9fd2.jpg,192,719,228,719,228,753,192,753,6
m01561d01eef04528b31a4406c8b1aef4.jpg,766,979,856,979,856,1068,766,1068,4
l015a5bd9ca844efaad86585c388f0eb3.jpg,930,910,968,910,968,951,930,951,4
m015a809d73544396a48c3533f4ea3be1.jpg,322,349,352,349,352,378,322,378,16
m0160615a73794c3f9a5402c7bf132214.jpg,640,937,674,937,674,972,640,972,18
m016847ca7525413a86b95302244eefdf.jpg,670,590,702,590,702,624,670,624,2
m016a04e58a604cbbb299e3b181b562b4.jpg,487,472,512,472,512,499,487,499,5
m0170752819d74f3ab7db9f6246953518.jpg,1030,591,1080,591,1080,644,1030,644,9
r0170752819d74f3ab7db9f6246953518.jpg,110,591,160,591,160,644,110,644,9
m017094167c4248a7b7e29d273e92967a.jpg,274,762,317,762,317,804,274,804,5
m017235d274874b64ae2e56053cd481a5.jpg,723,207,782,207,782,271,723,271,7
m0172ed087b074dbd96bcae8862afd1bc.jpg,375,716,433,716,433,773,375,773,13
m0175059152d242edaf24f351f959a47a.jpg,384,409,415,409,415,440,384,440,8
m0179ce8c02074b348ca5aba25e981b67.jpg,819,321,857,321,857,358,819,358,5
l017c9bc3ab6340e99033e17acc5a55ab.jpg,1233,518,1261,518,1261,545,1233,545,15
m017c9bc3ab6340e99033e17acc5a55ab.jpg,233,518,261,518,261,545,233,545,15
m017dcdfdbd3c4ff084c743cd2b7b1a76.jpg,336,521,369,521,369,556,336,556,2
m017efee123c84cb59769a6c90ded72ac.jpg,671,764,708,764,708,801,671,801,17
l0181809c000c4f79aa44f2b7ffcab9e1.jpg,1171,313,1202,313,1202,343,1171,343,17
m0181809c000c4f79aa44f2b7ffcab9e1.jpg,171,313,202,313,202,343,171,343,17
m0182f3cd20b048c39b0318e249faf1c8.jpg,612,756,663,756,663,807,612,807,3
m018361aaa4d84705b6c20b67546a4b94.jpg,695,593,726,593,726,624,695,624,3
r01844c1d09154defa43538960114d14c.jpg,354,344,428,344,428,421,354,421,8
l018ad67bcac5469eb5fdc4cff7be5b64.jpg,163,522,288,522,288,619,163,619,11
m018c23a0cbd647c681d6fb1749ffde0b.jpg,378,459,407,459,407,489,378,489,6
l018d9946798d4c4bb3535aea9d7e27c3.jpg,983,576,1036,576,1036,633,983,633,6
l018f9ca437e04a58a6b5c1b41954cc8b.jpg,1000,986,1034,986,1034,1017,1000,1017,4
l019348ba615a4998b76edc65d04c9326.jpg,1075,559,1126,559,1126,615,1075,615,10
m019348ba615a4998b76edc65d04c9326.jpg,75,559,126,559,126,615,75,615,10
m0195ed65024543e2be8908f4dcf3c87a.jpg,549,491,589,491,589,531,549,531,13
l01970a0494a345628f8d38399c3ee3c7.jpg,792,837,832,837,832,878,792,878,6
m0198a58378124f9a99e14f7ed225a6ad.jpg,239,586,314,586,314,665,239,665,2
l0199ee6783d34b97833649cd092b8222.jpg,888,806,952,806,952,898,888,898,11
m019b4102e0f949b3b1a25ffb90c4c215.jpg,440,531,467,531,467,558,440,558,20
r019b96496bb04560aae2bac80c2a0029.jpg,311,288,435,288,435,405,311,405,20
l019cea533d624d4687c542bfe71cd762.jpg,619,489,652,489,652,521,619,521,3
l01a50b1fa5434a489237946be68dbb0f.jpg,497,999,536,999,536,1029,497,1029,4
m01a7607d822c400988b7f464a4141744.jpg,456,1021,484,1021,484,1050,456,1050,18
m01a863b5cb7e4ed0b6f7e0505405138f.jpg,350,740,384,740,384,773,350,773,18
m01a9c49ec5cf4044902b3da459c5e09c.jpg,730,486,760,486,760,515,730,515,9
m01ae51b2e68f47f3b06b7d3bb95aed82.jpg,647,439,740,439,740,546,647,546,2
l01b127bda60c42e8867c65d0638336fa.jpg,659,1011,747,1011,747,1100,659,1100,1
m01b239ac4b264456aff123a0aa806e15.jpg,286,842,313,842,313,873,286,873,11
l01b54aac92ef412da4e24cf83778d0ee.jpg,1110,409,1141,409,1141,440,1110,440,12
m01b54aac92ef412da4e24cf83778d0ee.jpg,110,409,141,409,141,440,110,440,12
m01bd9dd9b5f3417293dc3f0d32332cdc.jpg,949,463,1051,463,1051,568,949,568,3
r01bd9dd9b5f3417293dc3f0d32332cdc.jpg,29,463,131,463,131,568,29,568,3
m01c5806e6a9f4c56a23d4440280a6f03.jpg,979,438,1020,438,1020,478,979,478,11
r01c5806e6a9f4c56a23d4440280a6f03.jpg,59,438,100,438,100,478,59,478,11
m01d59782b5404186b8abaff36721f1c5.jpg,348,803,390,803,390,845,348,845,16
l01d9ada2e8944281a6db7e4ccbc626e3.jpg,837,293,939,293,939,388,837,388,9
l01e28100d5414472b5ad60123c2bf0e7.jpg,1126,806,1154,806,1154,833,1126,833,1
m01e28100d5414472b5ad60123c2bf0e7.jpg,126,806,154,806,154,833,126,833,1
l01e2b0abbe8745be8e85503aeab6cd2f.jpg,1128,572,1155,572,1155,599,1128,599,15
m01e2b0abbe8745be8e85503aeab6cd2f.jpg,128,572,155,572,155,599,128,599,15
l01e366964b264705a5da0831ccc450b1.jpg,1077,408,1114,408,1114,451,1077,451,1
m01e366964b264705a5da0831ccc450b1.jpg,77,408,114,408,114,451,77,451,1
l01e4a19f188b467599de2f5b3487fccd.jpg,611,904,688,904,688,968,611,968,19
m01e613b975174d0e9a86690aa6ba99e7.jpg,378,791,415,791,415,837,378,837,6
m01eb0e5bd2744682880f2553014ce4cc.jpg,510,535,541,535,541,570,510,570,4
m01eb1f7ebaac4c66b81897959d4d03f0.jpg,466,1032,489,1032,489,1061,466,1061,18
l01ec271f7e1b45b7b1f995c0d640b76c.jpg,779,524,853,524,853,594,779,594,2
l01f1035c6a2e439ab6e47c884b471933.jpg,1083,1056,1116,1056,1116,1087,1083,1087,19
m01f1035c6a2e439ab6e47c884b471933.jpg,83,1056,116,1056,116,1087,83,1087,19
l01ff31a9a1f1440cb576d8560b7e4d89.jpg,418,630,495,630,495,693,418,693,9
l0201e72bf63843cea8185f54de3cc729.jpg,758,273,876,273,876,378,758,378,17
m0203a0c0cfaf4e97915899abc3f6a93f.jpg,739,437,796,437,796,494,739,494,13
l0204f7688f45464b9502e4d8317951c2.jpg,1075,847,1102,847,1102,876,1075,876,13
m0204f7688f45464b9502e4d8317951c2.jpg,75,847,102,847,102,876,75,876,13
m02070a797e814719942727df6e54db5b.jpg,321,340,353,340,353,373,321,373,1
l0209b16227164902be56c146eec42a82.jpg,1031,444,1068,444,1068,478,1031,478,11
m0209b16227164902be56c146eec42a82.jpg,31,444,68,444,68,478,31,478,11
l020a187e11ac46b3943937523a7d2906.jpg,466,331,583,331,583,432,466,432,20
l020b46a1c4fe4aae9421547c188a2dc0.jpg,839,444,883,444,883,484,839,484,1
l020e5a0ce1114d14aaba6d78de1eb709.jpg,482,372,522,372,522,403,482,403,15
l0211201e09954337883885866eb6bb0e.jpg,246,888,323,888,323,962,246,962,13
m0213b63efd294272a31e752d96cabbbb.jpg,971,313,1017,313,1017,357,971,357,16
r0213b63efd294272a31e752d96cabbbb.jpg,51,313,97,313,97,357,51,357,16
l021c9f104be2440cab30c19101ce8cc9.jpg,506,213,589,213,589,287,506,287,1
m022361f038dd47e5ac90e93ef44b6443.jpg,733,839,798,839,798,903,733,903,1
l0227d8c27be042f890628cc073df0f19.jpg,1150,739,1181,739,1181,772,1150,772,14
m0227d8c27be042f890628cc073df0f19.jpg,150,739,181,739,181,772,150,772,14
l0227f92c95284ac48eafcb2d2e646af6.jpg,1096,423,1127,423,1127,452,1096,452,12
m0227f92c95284ac48eafcb2d2e646af6.jpg,96,423,127,423,127,452,96,452,12
l022b50bd7acd4ab382169fdc7ca80ebd.jpg,466,597,526,597,526,651,466,651,12
m02327bb5557647dcb7c2202b913de49b.jpg,250,323,294,323,294,367,250,367,20
m02331fab181748fd96317049b14783c4.jpg,268,990,321,990,321,1041,268,1041,8
l0234e8c021c9479c9c35f2c794d48807.jpg,1161,579,1239,579,1239,665,1161,665,16
m0234e8c021c9479c9c35f2c794d48807.jpg,161,579,239,579,239,665,161,665,16
l02354455ba484a2fa1bd3ad7128ba83e.jpg,1169,385,1196,385,1196,413,1169,413,12
m02354455ba484a2fa1bd3ad7128ba83e.jpg,169,385,196,385,196,413,169,413,12
m0237f76b4242470a93575cc45d5a331e.jpg,222,495,299,495,299,571,222,571,12
l023a764aef1948d0ab5c8f5e2106ab1c.jpg,983,595,1017,595,1017,627,983,627,19
l023cc87c13e545cc8517ddc597559c4a.jpg,649,1069,702,1069,702,1118,649,1118,20
m023e24fb4e5a44e9a13c4401ef094d79.jpg,282,717,316,717,316,756,282,756,2
m023e2b8781074c0d8bec510fd58fe4c5.jpg,307,298,351,298,351,342,307,342,5
m0241ee449e6a41bebbd054d63c049059.jpg,365,755,420,755,420,821,365,821,9
l0243d70cc79e406db3bc907975a4579e.jpg,931,744,982,744,982,791,931,791,6
m0245d478895c4deb95946035d162b06c.jpg,587,870,617,870,617,903,587,903,19
l0249adf058b44d629cedf4dc01485d32.jpg,1154,743,1210,743,1210,797,1154,797,4
m0249adf058b44d629cedf4dc01485d32.jpg,154,743,210,743,210,797,154,797,4
m024ca691e4fc48deafbbd29d983e1f99.jpg,1071,766,1134,766,1134,828,1071,828,3
r024ca691e4fc48deafbbd29d983e1f99.jpg,151,766,214,766,214,828,151,828,3
l024e4df7ffd54e50aec4adad33d51e08.jpg,1084,496,1160,496,1160,570,1084,570,5
m024e4df7ffd54e50aec4adad33d51e08.jpg,84,496,160,496,160,570,84,570,5
r02552ab180aa4fa5b58d471ca5db3595.jpg,419,1061,493,1061,493,1125,419,1125,20
m025656f53f464ac98c7dd323e93d4812.jpg,354,620,377,620,377,649,354,649,8
m02565efa3cdf4d778c35d89ab2d0f01a.jpg,370,862,422,862,422,915,370,915,4
m025b1c57376f43f88a6e8b60f7fec99b.jpg,599,735,628,735,628,765,599,765,6
l025e505380d34aed8e02fd19d101e7ad.jpg,902,540,937,540,937,575,902,575,7
m026298c1e66a4d5287c3b378f08b36e3.jpg,1039,318,1143,318,1143,416,1039,416,14
r026298c1e66a4d5287c3b378f08b36e3.jpg,119,318,223,318,223,416,119,416,14
l02634acb1bd64b489fc807a450926e9b.jpg,807,239,919,239,919,340,807,340,20
l026b0e07c94842619c8625d93e317cf3.jpg,898,443,958,443,958,505,898,505,10
m026bd59af5a9479689203b9ae9929c0e.jpg,839,422,903,422,903,490,839,490,7
m026ca60ab5f1419c9a569a5a428bc700.jpg,698,568,749,568,749,619,698,619,16
m027478a99cee4d2dba6eb9e4025336eb.jpg,449,263,480,263,480,294,449,294,9
r02755a7120b64f18ab2f3290ab52dfeb.jpg,398,335,476,335,476,408,398,408,15
l028222017eaf41e68579d6a5e447fbf8.jpg,269,779,358,779,358,851,269,851,19
m028305a64fa849838992da2ab1e879f0.jpg,660,265,723,265,723,340,660,340,17
l029c38ab131f49a0b208a559350c4478.jpg,301,987,403,987,403,1077,301,1077,16
r02a1fc8bb5b04a3cb09e4e02ed95ae51.jpg,307,203,377,203,377,269,307,269,5
l02a5f7f5978a499ebaa1373391026c50.jpg,951,373,985,373,985,404,951,404,20
l02ad04a6067748ecb2db696daca407e2.jpg,1135,909,1167,909,1167,942,1135,942,20
m02ad04a6067748ecb2db696daca407e2.jpg,135,909,167,909,167,942,135,942,20
m02b395d364c54174857a0cb599913da3.jpg,1144,436,1216,436,1216,502,1144,502,16
r02b395d364c54174857a0cb599913da3.jpg,224,436,296,436,296,502,224,502,16
m02b3dd657029463e99389d194c9f9525.jpg,286,895,329,895,329,939,286,939,10
l02b734aec40e4838b91ec1e8ba0feb0a.jpg,880,787,908,787,908,814,880,814,2
m02b8d75f7dd147a58d40d569b23ec59a.jpg,701,450,764,450,764,513,701,513,7
l02becd6a0bf847d190c8dd0fb54b5d41.jpg,1036,752,1074,752,1074,792,1036,792,15
m02becd6a0bf847d190c8dd0fb54b5d41.jpg,36,752,74,752,74,792,36,792,15
m02c04df2a834435fb8355c1ab12f3c63.jpg,936,206,994,206,994,267,936,267,8
r02c04df2a834435fb8355c1ab12f3c63.jpg,16,206,74,206,74,267,16,267,8
l02c595c1b7864bea86de3dcf06f0f380.jpg,653,333,701,333,701,373,653,373,1
m02c9e5bd1edc44afbe68c44254248716.jpg,771,687,819,687,819,735,771,735,5
l02cf0fffe7394faba5ba179a2b52d9c6.jpg,696,443,751,443,751,491,696,491,10
m02cf8b5011544f18b3e64ae85a5c87b1.jpg,725,324,766,324,766,365,725,365,15
m02d0426917b448b6b71efde4357fcc59.jpg,690,463,755,463,755,534,690,534,11
m02d4aa816092445ab20498a3fb25b097.jpg,674,704,732,704,732,761,674,761,7
l02e07f1bf7ec4d21939e84a257fbf10d.jpg,1178,646,1207,646,1207,679,1178,679,17
